tick,firm_ID,capacity,overbook,customers_count,bookings,customers_waiting,pre_decision_booking,franchise_ID,star_rating,firm_age,f_deviance_propensity,firm_decision,firm_status
45,5,52,0,15,15,0,33,0,3.9,9,2,0,0
46,6,71,0,206,71,135,71,0,4.9,8,0,0,0
46,5,52,0,26,26,0,33,0,3.9,9,2,0,0
46,10,69,0,71,69,2,69,0,5,17,1,0,0
46,4,56,0,35,35,0,42,1,4.6,10,1,0,0
46,9,65,0,2,2,0,21,0,2.8,15,6,0,0
46,2,44,0,20,20,0,20,0,3.8,4,0,0,0
46,8,75,0,109,75,34,75,0,4.8,13,5,0,0
46,1,46,0,22,22,0,32,0,3.7,3,0,0,0
46,7,74,0,46,46,0,44,0,5,10,3,0,0
46,3,22,0,13,13,0,14,0,3.5,5,1,0,0
47,1,46,0,22,22,0,32,0,3.7,3,0,0,0
47,4,56,0,35,35,0,42,1,4.6,10,1,0,0
47,7,74,0,49,49,0,44,0,5,10,3,0,0
47,9,65,0,2,2,0,21,0,2.8,15,6,0,0
47,6,71,0,213,71,142,71,0,4.9,8,0,0,0
47,8,75,0,107,75,32,75,0,4.8,13,5,0,0
47,10,69,0,66,66,0,69,0,5,17,1,0,0
47,5,52,0,23,23,0,33,0,3.9,9,2,0,0
47,3,22,0,12,12,0,14,0,3.5,5,1,0,0
47,2,44,0,16,16,0,20,0,3.8,4,0,0,0
48,9,65,0,2,2,0,21,0,2.8,15,6,0,0
48,6,71,0,201,71,130,71,0,4.9,8,0,0,0
48,7,74,0,45,45,0,44,0,5,10,3,0,0
48,3,22,0,17,17,0,14,0,3.5,5,1,0,0
48,4,56,0,32,32,0,42,1,4.6,10,1,0,0
48,8,75,0,102,75,27,75,0,4.8,13,5,0,0
48,10,69,0,68,68,0,69,0,5,17,1,0,0
48,5,52,0,26,26,0,33,0,3.9,9,2,0,0
48,1,46,0,22,22,0,32,0,3.7,3,0,0,0
48,2,44,0,19,19,0,20,0,3.8,4,0,0,0
49,8,75,0,107,75,32,75,0,4.8,13,5,0,0
49,4,56,0,38,38,0,42,1,4.6,10,1,0,0
49,9,65,0,2,2,0,21,0,2.8,15,6,0,0
49,6,71,0,200,71,129,71,0,4.9,8,0,0,0
49,1,46,0,23,23,0,32,0,3.7,3,0,0,0
49,7,74,0,44,44,0,44,0,5,10,3,0,0
49,5,52,0,31,31,0,33,0,3.9,9,2,0,0
49,10,69,0,62,62,0,69,0,5,17,1,0,0
49,2,44,0,21,21,0,20,0,3.8,4,0,0,0
49,3,22,0,13,13,0,14,0,3.5,5,1,0,0
50,5,52,0,24,24,0,33,0,3.9,9,2,0,0
50,7,74,0,45,45,0,44,0,5,10,3,0,0
50,2,44,0,14,14,0,20,0,3.8,4,0,0,0
50,8,75,0,111,75,36,75,0,4.8,13,5,0,0
50,3,22,0,11,11,0,14,0,3.5,5,1,0,0
50,4,56,0,43,43,0,42,1,4.6,10,1,0,0
50,6,71,0,210,71,139,71,0,4.9,8,0,0,0
50,1,46,0,28,28,0,32,0,3.7,3,0,0,0
50,9,65,0,2,2,0,21,0,2.8,15,6,0,0
50,10,69,0,52,52,0,69,0,5,17,1,0,0
51,3,22,0,14,14,0,14,0,3.5,5,1,0,0
51,1,46,0,19,19,0,32,0,3.7,3,0,0,0
51,8,75,0,101,75,26,75,0,4.8,13,5,0,0
51,4,56,0,40,40,0,42,1,4.6,10,1,0,0
51,10,69,0,68,68,0,69,0,5,17,1,0,0
51,5,52,0,24,24,0,33,0,3.9,9,2,0,0
51,7,74,0,49,49,0,44,0,5,10,3,0,0
51,2,44,0,22,22,0,20,0,3.8,4,0,0,0
51,6,71,0,197,71,126,71,0,4.9,8,0,0,0
51,9,65,0,2,2,0,21,0,2.8,15,6,0,0
52,4,56,0,37,37,0,42,1,4.6,10,1,0,0
52,9,65,0,2,2,0,21,0,2.8,15,6,0,0
52,8,75,0,113,75,38,75,0,4.8,13,5,0,0
52,1,46,0,27,27,0,32,0,3.7,3,0,0,0
52,10,69,0,60,60,0,69,0,5,17,1,0,0
52,3,22,0,19,19,0,14,0,3.5,5,1,0,0
52,2,44,0,14,14,0,20,0,3.8,4,0,0,0
52,5,52,0,29,29,0,33,0,3.9,9,2,0,0
52,7,74,0,36,36,0,44,0,5,10,3,0,0
52,6,71,0,209,71,138,71,0,4.9,8,0,0,0
53,7,74,0,41,41,0,44,0,5,10,3,0,0
53,3,22,0,18,18,0,14,0,3.5,5,1,0,0
53,4,56,0,41,41,0,42,1,4.6,10,1,0,0
53,8,75,0,118,75,43,75,0,4.8,13,5,0,0
53,5,52,0,26,26,0,33,0,3.9,9,2,0,0
53,10,69,0,60,60,0,69,0,5,17,1,0,0
53,9,65,0,2,2,0,21,0,2.8,15,6,0,0
53,1,46,0,21,21,0,32,0,3.7,3,0,0,0
53,6,71,0,196,71,125,71,0,4.9,8,0,0,0
53,2,44,0,18,18,0,20,0,3.8,4,0,0,0
54,7,74,0,38,38,0,44,0,5,10,3,0,0
54,1,46,0,27,27,0,32,0,3.7,3,0,0,0
54,4,56,0,35,35,0,42,1,4.6,10,1,0,0
54,2,44,0,15,15,0,20,0,3.8,4,0,0,0
54,3,22,0,17,17,0,14,0,3.5,5,1,0,0
54,6,71,0,205,71,134,71,0,4.9,8,0,0,0
54,8,75,0,109,75,34,75,0,4.8,13,5,0,0
54,9,65,0,2,2,0,21,0,2.8,15,6,0,0
54,5,52,0,24,24,0,33,0,3.9,9,2,0,0
54,10,69,0,64,64,0,69,0,5,17,1,0,0
55,8,75,0,114,75,39,75,0,4.8,13,5,0,0
55,9,65,0,2,2,0,21,0,2.8,15,6,0,0
55,5,52,0,28,28,0,33,0,3.9,9,2,0,0
55,2,44,0,15,15,0,20,0,3.8,4,0,0,0
55,6,71,0,203,71,132,71,0,4.9,8,0,0,0
55,4,56,0,36,36,0,42,1,4.6,10,1,0,0
55,3,22,0,19,19,0,14,0,3.5,5,1,0,0
55,7,74,0,43,43,0,44,0,5,10,3,0,0
55,1,46,0,18,18,0,32,0,3.7,3,0,0,0
55,10,69,0,59,59,0,69,0,5,17,1,0,0
56,5,52,0,21,21,0,33,0,3.9,9,2,0,0
56,9,65,0,2,2,0,21,0,2.8,15,6,0,0
56,1,46,0,26,26,0,32,0,3.7,3,0,0,0
56,3,22,0,15,15,0,14,0,3.5,5,1,0,0
56,4,56,0,39,39,0,42,1,4.6,10,1,0,0
56,6,71,0,203,71,132,71,0,4.9,8,0,0,0
56,10,69,0,73,69,4,69,0,5,17,1,0,0
56,7,74,0,41,41,0,44,0,5,10,3,0,0
56,8,75,0,99,75,24,75,0,4.8,13,5,0,0
56,2,44,0,19,19,0,20,0,3.8,4,0,0,0
